A,B,X,Thickness,Bandgap,Voc,Jsc,FF,PCE
0.005611652099336957,0.00032240901991395466,0.0007891628902397004,0.38384724261351216,0.06391195701286989,0.04945359844418004,0.008054930639100386,0.11867050791377111,0.020560634255091043
0.005300930816951935,0.0006320436683427237,0.0002677698461151317,0.4185849084043474,0.06171452851460657,0.052353645077918,0.008084709444657641,0.026738869529148224,0.020888219063004674
0.004919739737444153,0.0011296516077791258,7.136009651855872e-05,0.4559759407146629,0.06024716062587288,0.055387222250110626,0.008127454878835757,0.00825825336583126,0.021214544918750515
0.004495419984455154,0.0018407698932442849,1.4918278882739613e-05,0.4957881776649454,0.05929843346216428,0.05848595482797212,0.008187962419683403,0.004929690711542963,0.021547581822440036
0.0040539080645937385,0.00273471465857927,2.448009705151354e-06,0.5377675867038085,0.05860881192799446,0.06157856459361221,0.008270106725608396,0.003802944461118885,0.021893539886411992
0.003617486562098204,0.0037040946242888877,3.8436097156262105e-07,0.581691506143898,0.05800048116158113,0.06461317074610873,0.008376824935233482,0.0028155608530923432,0.02225689977483325
0.0032035409356206803,0.004574142231343948,1.3073563232942337e-06,0.6274164742678112,0.05755241915025167,0.06757495068360961,0.008510104148496173,0.0016853728950408469,0.022640579376417728
0.0028244172193232706,0.005149852554777048,1.8137615281599923e-05,0.6749139475648742,0.05781129625475355,0.07049226696379246,0.008670965863202757,0.0008514701635500475,0.023046200560463453
0.0024883211749507656,0.0052861254222463586,0.00020197822300598294,0.7242913582370053,0.06000703402515742,0.07342914968013582,0.00885944542279914,0.0004602172622327603,0.02347441581195715
0.00220112102886757,0.004946951695570779,0.0017624459770022541,0.7758005143137496,0.06621762560523646,0.07646755198768064,0.009074569822428609,0.000376007203707444,0.023925254505404156
0.0019689251694006977,0.004220806223826271,0.01204912024000038,0.8298383935487684,0.07940595689758576,0.07968639184718924,0.009314342154836237,0.0007560259452035077,0.02439845199035017
0.001801385785452701,0.003283300984478563,0.0645390989007953,0.8869455858017179,0.10323699377042757,0.08314459717265388,0.009575745074750525,0.0015631761887011772,0.024893730796151595
0.0017157868885352933,0.002328539007685495,0.2708436595056022,0.947804968628429,0.14159071699082562,0.08687253610296485,0.00985477828393709,0.002006681661606165,0.02541101131621217
0.0017420508846871432,0.001505614804518111,0.890518601786796,1.0132390567285765,0.197740109821719,0.09087202653129559,0.01014654547628286,0.0015038568405905265,0.025950538481089462
0.0019287757598734664,0.0008875682808626703,2.2940161166968296,1.084201004428546,0.273286705847949,0.09512162704446898,0.010445403826986109,0.0007519655704868262,0.026512920372499457
0.002350235102226907,0.0004770316653314827,4.629991399859189,1.1617531835376116,0.36712739009645157,0.09958266539964367,0.01074518369528871,0.0005250536497920364,0.027099083710875757
0.0031138975877654895,0.0002337492260423826,7.32143558459066,1.2470288214832745,0.47489585478875024,0.10420297929093199,0.01103947801052161,0.0005923373692734722,0.027710158989183904
0.004367454542391984,0.00010442649291757471,9.070867110929514,1.3411748161556483,0.5893654359377393,0.10891885011530607,0.011321990736674814,0.0004823265317194709,0.028347314157943653
0.0063036498209759675,4.253326697900277e-05,8.805353441741916,1.4452751191386728,0.7021215098744656,0.11365913567839786,0.011586923343275244,0.00022813135798216934,0.029011559771851034
0.009160531070084656,1.5794443534853544e-05,6.697485081751283,1.5602524163651927,0.8064250966540812,0.11835674001011529,0.011829369174026999,8.063566833837938e-05,0.029703550150105715
0.013214311444510431,5.3473357691107835e-06,3.9921234104797505,1.6867421122244592,0.9007620939038248,0.12296979862911044,0.01204567981021252,0.00011229381057427134,0.030423404347984125
0.01876212440175889,1.6505478482399302e-06,1.8656206834124756,1.82493057577826,0.9923495899114921,0.1275089899602175,0.012233766371968548,0.00025071291677448065,0.031170567763733965
0.026092836369531667,4.6448994863088054e-07,0.6848114827556333,1.9743543620442603,1.0999779867953952,0.13206122972488551,0.012393302831647026,0.00030869148852003897,0.0319437303829921
0.03544590488029951,1.191741492519343e-07,0.19924634356898877,2.133672188714039,1.2558226979072702,0.13679758835234734,0.012525807526293021,0.00019577182910718852,0.03274081151949533
0.04696096037636861,2.787695527115902e-08,0.04845906911159339,2.300445556655318,1.5058022598639524,0.14195707405060043,0.012634591912925102,6.38123326547108e-05,0.033559014075203085
0.06062396706046728,5.945195693246919e-09,0.013087390181550829,2.4709895247351663,1.907333496527995,0.14780722061413165,0.012724580262334985,1.0689540192015197e-05,0.034394944482972145
0.0762187852962945,1.1559645661413638e-09,0.006973698971394498,2.6403701258411862,2.522244146307978,0.15459328808239717,0.012802018159906087,9.22005211860405e-07,0.035244788251325786
0.09329481065467231,2.0491850857928698e-10,0.005812002310266821,2.8026171607801116,3.4023594061289915,0.1624950444500463,0.012874099227191974,1.1554821797087111e-07,0.03610452595624154
0.11116121657901701,3.3122319922992315e-11,0.004574669155572373,2.951184724344126,4.567402348519282,0.17160950872816683,0.012948546784737596,1.6664996787141527e-06,0.03697017103589572
0.1289156111873229,4.912397229909924e-12,0.002956333987776134,3.0796316984637873,5.979765358827011,0.18196893608951595,0.013033189447269073,1.9288834396658374e-05,0.03783800908890519
0.14550966723665829,9.316899288447345e-13,0.001541201015850322,3.1824267601324987,7.526461584930559,0.19358884390663236,0.013135566977311892,0.0001164039598368679,0.038704818621001176
0.15984728257282804,2.3240624312839084e-12,0.0007140874385034735,3.255729906980007,9.021049950223944,0.20652705551509462,0.01326259601273543,0.000366518284027276,0.03956805521921375
0.1709035392315355,1.7459482906613033e-11,0.0005136184123874632,3.297985815353851,10.233744719785257,0.22092820789838735,0.013420315950957638,0.000602660133086569,0.040425984691150885
0.17784697052732204,1.3002127661784086e-10,0.000850550703273306,3.3101933884775954,10.946196371582692,0.237033099461638,0.013613724945734856,0.0005176945237006649,0.04127775540488957
0.18014508614194005,9.247513487992782e-10,0.0015963553213707697,3.295784593114464,11.013824596513176,0.25514773284620523,0.013846706167923984,0.00023229761962130748,0.04212340543893764
0.17763473397786345,6.234550176194363e-09,0.0024630770588865603,3.260133573980473,10.411319467375913,0.2755863452931025,0.014122036363236043,5.4413805377800714e-05,0.042963805706178235
0.17054462889405875,3.951011225521943e-08,0.002992241476303024,3.209796665777366,9.241712465673276,0.2986163991629244,0.014441462991844399,6.646618358619296e-06,0.04380054546494187
0.15946606751056694,2.334841211941046e-07,0.00284942068944993,3.1516317485097227,7.704841595340099,0.32443368929958816,0.01480583304606943,4.2278282436678253e-07,0.04463577113739017
0.14527746130116265,1.2780971793901615e-06,0.002126011098705577,3.0919507562055912,6.038794864179287,0.35318158180173365,0.015215255784355659,1.3982326065171122e-08,0.045471992760877655
0.12903657948256628,6.4481636144941005e-06,0.0012428090004436682,3.0358275181567955,4.458198283902049,0.38500729696538827,0.015669282575768297,2.400413564149958e-10,0.04631187444318477
0.11185941126827835,2.9874966579419777e-05,0.0005692083484856292,2.9866321631213926,3.1111696692079556,0.42013168113265953,0.01616708916604133,2.135794223903108e-12,0.04715802573450455
0.09480536050689302,0.0001267949074638943,0.00020425182842245734,2.9458139597604496,2.065167368142267,0.4589057071578163,0.016707648307166274,9.835019472128785e-15,0.04801280984904718
0.07878523925513667,0.0004921513223136144,5.742334011818341e-05,2.9129212732332697,1.3184458663621266,0.5018370716874055,0.017289883314893107,2.340885377324025e-17,0.04887818227618449
0.06450239997351413,0.0017451132412147873,1.2648503947094148e-05,2.885833002446462,0.8253702223570482,0.5495854313022988,0.017912795413182962,2.876722499723143e-20,0.049755569750526245
0.05243009311943037,0.005648951571065486,2.183028935989963e-06,2.8611722582592156,0.5229031428771891,0.6029345252958453,0.018575559607976667,1.8235947198631647e-23,0.050645795151221175
0.04282155181007553,0.016685215103762627,2.9807052131706466e-07,2.834867651585106,0.3500428092299273,0.6627485707772328,0.019277585437593746,5.958551920391502e-27,0.051549049118046475
0.035744735595168914,0.044955958819616886,6.272144319116987e-08,2.8028119188357636,0.2578409913749183,0.7299125811705933,0.020018540552929006,1.0029199075518717e-30,0.05246490450992957
0.031131725535424527,0.1104720115454785,2.668173402627531e-07,2.7615429140042567,0.2117910000563918,0.8052507294276495,0.020798337003894624,8.691777820342134e-35,0.053392365808960764
0.028833297229902757,0.24755675526559467,1.7390182448192156e-06,2.7088489850255937,0.18989099791650613,0.8894206099886331,0.021617082580107735,8.944067571352823e-35,0.05432994266181742
0.02867145953844296,0.5058505197086065,8.966081386859193e-06,2.644194022955615,0.17924863653794895,0.9827937857784746,0.02247500261267074,1.021752465394687e-30,0.05527573531190092
0.030485693152036752,0.9424852593790635,3.6227166055834526e-05,2.5688773017509257,0.17289842383062304,1.085346901626951,0.023372341080965097,5.9989259398776315e-27,0.05622751989736242
0.03417123385920882,1.6011070841660315,0.00011473534879115714,2.485889323201479,0.16743581571182076,1.1965941837875926,0.024309253240604872,1.810089461497664e-23,0.05718282344035288
0.03970926992044295,2.480013437906047,0.00028512190121254545,2.3994854089795825,0.1614625255091635,1.3155872505202675,0.025285704700324672,2.8068962164841436e-20,0.058138981562149215
0.04718903038100911,3.502469946298613,0.0005577228501008764,2.31455519126399,0.15462985867717297,1.4409940424899035,0.026301393309129707,2.2369452566178435e-17,0.059093176036898475
0.056820565295134136,4.51008118288472,0.0008672572284588382,2.235901344765853,0.14707233435538364,1.5712508265385703,0.027355709869615316,9.162102933651825e-15,0.060042453595374176
0.06893511585324677,5.29530324181655,0.0011037065487055164,2.1675465531019618,0.13908766529458097,1.7047642516068464,0.02844775129617107,1.928716811734544e-12,0.060983731194970726
0.08396820456238155,5.668993570085227,0.0012380799023628177,2.11216713828249,0.13097084631232742,1.8401265776208595,0.02957639539939296,2.0870773561998013e-10,0.061913795625558044
0.1024199288529311,5.53412596759146,0.0013939929960214371,2.070717172044896,0.12294158477365395,1.976297843192271,0.030740440294109463,1.1614002113656293e-08,0.06282930633974414
0.12478828429570604,4.926631977762275,0.0017294469641163527,2.042272481599728,0.11512774303124607,2.1127062672067254,0.03193880402973165,3.32728194907795e-07,0.06372680957521637
0.15147515178041926,3.9999649024439408,0.002296046284369484,2.024099060045065,0.10758707613919852,2.249225507331927,0.033170772136082036,4.922884252050081e-06,0.06460276930119926
0.1826706844715745,2.962386846985053,0.0031898412577431503,2.011935682923951,0.10035881935331592,2.386005541618843,0.0344362731957961,3.7937064428091855e-05,0.06545361672431266
0.21822925462559328,2.0018343049077365,0.0048652734645426065,2.000469506840251,0.09353136077716419,2.523160327699484,0.035736156201443714,0.00015566954775004193,0.06627581574201326
0.25755714454835427,1.2348637155085507,0.007918057597793945,1.9839677958183148,0.08730028108313773,2.6603448684403475,0.03707243926365998,0.00035782315560520006,0.06706593768050867
0.29953661859970937,0.6959405537503778,0.012071245026156958,1.9570048910333462,0.08198785846050118,2.796281826535612,0.0384484980809434,0.0005025490907109338,0.06782073571876243
0.3425108224998165,0.3588809861661606,0.015515258748518172,1.9151953951369067,0.07800921236824922,2.9283200841123525,0.039869165146412776,0.00046448263136051856,0.06853720821588438
0.3843478301863389,0.16984982046113062,0.016026639841870565,1.8558235284111995,0.07579434499345176,3.0521221070513147,0.041340717262746046,0.00027667299804243293,0.06921264104151685
0.4225901940151291,0.07424964889173591,0.01307849306683312,1.7782576142044262,0.07569252943675282,3.161579615051376,0.04287073930761068,9.708585198406274e-05,0.06984462187946733
0.45468033937411145,0.030414766749901654,0.008385572592116749,1.684065395337187,0.07788466014635542,3.2490416548110828,0.044467865378973064,1.8630772178292024e-05,0.07043102386389613
0.47823537285621875,0.012066107167941013,0.0042246780936585435,1.57679816896002,0.0823151413684665,3.30589991704546,0.04614141278331597,1.8829947975277404e-06,0.0709699610296185
0.4913314258195361,0.004972793434337068,0.0017041189795717303,1.461477111418933,0.08864376939853096,3.3235124973509587,0.04790093760900784,9.870042161983476e-08,0.07145972295806337
0.49275130791399463,0.002381947578230276,0.0006594583476305976,1.3438753388836373,0.09622201811547507,3.294368076622162,0.04975575048375565,2.667607201127684e-09,0.07189869973071043
0.48215231113070844,0.0014485789792865304,0.0005253793147555057,1.2297270492448809,0.10411318387600951,3.213316074909342,0.05171443550927986,3.709704078578518e-11,0.07228531010764394
0.4601235058877603,0.0010972266811504197,0.0009367926151813864,1.1240009160497852,0.11118393475751821,3.0786381085809196,0.053784413091188255,2.6524092021206436e-13,0.07261794531480292
0.4281213515302018,0.0009573479180800934,0.0017612329393039373,1.0303497742317589,0.11627907938571294,2.8927325624611973,0.05597157844342839,1.1544999762121115e-15,0.07289493796357702
0.3882945430347839,0.0009061308739375304,0.002877654961468891,0.9508028180459265,0.11845230976450334,2.6622368492777837,0.058280033287669175,5.893517397786432e-14,0.07311456088807165
0.343228644614257,0.0008963803226724056,0.003977346177949404,0.8857147680754827,0.11718460730709944,2.3975146018540414,0.06071191117308911,9.932694474037747e-12,0.07327505487879833
0.2956538172708542,0.0009011168906015833,0.004570222904943144,0.8339422130721669,0.11250792261068798,2.1115652982590025,0.06326728004838718,8.606176835428673e-10,0.07337467844431195
0.24816231048520065,0.0009008222682389685,0.004289033347026454,0.7931885490911434,0.10498038225896784,1.8185386504454308,0.06594409233104775,3.835651068255073e-08,0.07341176791026975
0.20297631292402626,0.0008832898384041393,0.003239296601571531,0.7604468928008227,0.09551984981368511,1.5321213005200673,0.06873814512232343,8.807326055297789e-07,0.07338479327681516
0.16179350977267848,0.0008442654332429894,0.0019483916288135239,0.7324713535929585,0.08516275481095383,1.264084698616886,0.0716430125398722,1.0464711201490768e-05,0.07329239489019305
0.12572103471932436,0.0007854647054747709,0.0009272621884280917,0.7062157070009326,0.07484124144784696,1.0232349340347282,0.07464991805660959,6.510348331562639e-05,0.07313338830363844
0.09529252875313202,0.0007110326081588323,0.00034894300293927854,0.6791906062551542,0.0652513301180794,0.8149033678988903,0.07774752562226656,0.00021846246315351852,0.07290672940594235
0.0705510525897252,0.0006249729444523766,0.00010992826238448637,0.6497042528422212,0.05683369996143095,0.6409922935150306,0.08092164179614382,0.00042134953121517824,0.0726114382709254
0.05117447209357758,0.0005309557522818603,5.4977165182576214e-05,0.6169670564088132,0.04983853740525865,0.5004776761984788,0.0841548346366312,0.0005121272257008618,0.0722464872229885
0.036619770467011786,0.00043379349109810817,0.00010612955904170973,0.5810585928025535,0.044421799693405685,0.39019842644397507,0.08742598678603627,0.00041186516944469756,0.0718106652000043
0.0262672375891834,0.00034067499594113605,0.00026020639906773363,0.542774115980658,0.04072588315702831,0.30574028716701834,0.09070980927262057,0.00020774572932326005,0.07130243557267053
0.01955250166978961,0.00026076022921819945,0.0005185408268203807,0.5033851754286045,0.038918212079070195,0.24224767826480906,0.09397634948527707,5.9962088640394645e-05,0.0707198073480095
0.016081560236762427,0.00020326641032233965,0.0008113070382185367,0.46436072892686425,0.03917938221067763,0.19505257207589155,0.09719053299543418,9.31340341484172e-06,0.07006023971999673
0.01572932855616956,0.000175427860639635,0.0009946404930496278,0.42709834535037083,0.04164257184672867,0.16007501305175487,0.10031178618377469,7.566867674118005e-07,0.06932059725050264
0.018724407737774732,0.00018201516006499438,0.0009553833383854112,0.3927086180568218,0.04629455766014214,0.13400684146153183,0.10329379626389071,3.180125124095334e-08,0.06849716800661154
0.025721240941952654,0.00022777332913949573,0.0007189805643929225,0.3618814450865857,0.052863311316738104,0.1143270278726714,0.10608447726099318,6.884791482870258e-10,0.06758575051394834
0.03785587188053921,0.0003239372260490405,0.0004239206134479322,0.3348442484084231,0.06073495742120647,0.09921085337169212,0.10862622292666482,7.666589746221641e-12,0.0665818083592929
0.05677427582747516,0.0005003877691632483,0.00019583149639542115,0.31140416513429175,0.06895031077353395,0.08739035171089425,0.11085653664244242,4.388774892818973e-14,0.0654806846528309
0.08461463050615287,0.0008259518407278582,7.089219464670422e-05,0.2910526587902296,0.07631483986706789,0.07800819928766742,0.11270912885975505,1.2913074530752535e-16,0.06427786315552406
0.12391953827237882,0.0014399349861862658,2.0239775306762215e-05,0.27310397003870773,0.08161507910733395,0.0704897508230696,0.11411555897183365,1.9526798292314533e-19,0.06296925923868928
0.17745404933563566,0.002595650999595254,5.470032920426747e-06,0.2568384184664339,0.08388564255519632,0.06444348335664861,0.11500746628580395,1.517527675347247e-22,0.061551522191126924
0.24791302129062737,0.004706753075345018,6.358527068188712e-06,0.24162631354765896,0.08263962016107568,0.059590537709119616,0.11531938224192755,6.060975344351952e-26,0.06002233062397963
0.33751831751279404,0.00836586649769928,2.4392557852739046e-05,0.22701599012802443,0.07798069502385918,0.05571877444123267,0.11499204548863783,1.2440772316971831e-29,0.05838066448872128
0.4475317926244411,0.014278827035411239,8.280997747728199e-05,0.21277819973942214,0.07055831753295722,0.05265457020419183,0.11397605973644018,1.3123527820604714e-33,0.05662704001072382
0.5777401521535591,0.023052447595078317,0.00022116180164083237,0.198907218289427,0.061387520369466084,0.050245644704489265,0.11223565257401542,7.114626437852888e-38,0.05476369710389445
0.7259958254952237,0.034826173806697246,0.0004628299338031455,0.18558558166455136,0.051602760185152294,0.048350052294517734,0.10975222550271103,1.9822197317088087e-42,0.0527947320928859
0.8879152505632534,0.04885929339542252,0.0007588670334588168,0.17312375027060262,0.04222876293537243,0.04682933366142224,0.10652734561666759,2.838243504605794e-47,0.05072617148694097
1.056833989659752,0.06331577035932089,0.0009749263227524282,0.16188793011555505,0.034029024581661745,0.04554634158327611,0.1025848294514788,2.0885537990656074e-52,0.048565984951431544
1.2240915612513537,0.07550453006654873,0.0009820817670578132,0.15222872770682624,0.02745144414303768,0.044368982566766774,0.09797161614423718,7.898412918380505e-58,0.04632403749493071
1.3796682599301224,0.08264271556517874,0.0007812194431350443,0.14442066038318174,0.02265354465923878,0.04317952519650833,0.09275721952777684,1.5350840326039435e-63,0.044011982336148975
1.5131292085457946,0.08287779784416012,0.0005249559215937648,0.1386185914194611,0.019571633178005025,0.0418862313394873,0.08703167847611464,1.5332840798710137e-69,0.041643097104791464
1.614761525850121,0.07606149793088247,0.000460144256334875,0.1348330314022117,0.017999888333623842,0.04043198828907237,0.08090207596195756,7.870661783712414e-76,0.039232067141304554
1.6767361744867868,0.06383740273192687,0.0009605837619696272,0.1329230556913028,0.017658099022699023,0.0387952125186281,0.07448784939934029,2.0763378756816934e-82,0.03679472083530028
1.6941026176724459,0.048982374539932184,0.002635040895428936,0.13260403205778956,0.01824095583195,0.03698176432805658,0.06791524621430611,2.815029523166175e-89,0.034347723261347406
1.6654411058508027,0.03436768564596982,0.006115899519532918,0.13346743388917567,0.019451985816108398,0.03501117785001131,0.06131137015057173,1.961399379235814e-96,0.031908235842119194
1.5930533804881786,0.02207429105123046,0.011211395077363349,0.13501103182100005,0.021030041582127155,0.032903476436684835,0.05479830258690445,7.023397762575553e-104,0.029493551331658367
1.482656304480408,0.013019594057818551,0.016115227022559134,0.13667862710924947,0.022775853797493376,0.030672379768556923,0.048487764465901896,1.2924883825545709e-111,0.02712071495002084
1.3426350604017843,0.007108260343186545,0.018149964273999245,0.13790826590594463,0.02458115280372988,0.028327086339899582,0.04247671261533844,1.2223742234638749e-119,0.024806143859299565
1.1829913376956631,0.003665009604762644,0.01601571668251443,0.13818622260875618,0.026455425255187837,0.025880208152383843,0.03684415145702873,5.941277946992161e-128,0.02256525817553267
1.0141694104420549,0.0018681802445100672,0.011072485588517283,0.13710145328263945,0.028539838560274523,0.023356479617114616,0.031649304880964894,1.4840676862023382e-136,0.020412137186382098
0.8459500051679437,0.0010224324604840324,0.005997519987864677,0.13439283230441754,0.03109857393599286,0.020797023161714234,0.026931152997369274,1.905134753746098e-145,0.018359214236257457
0.6865700307373307,0.0006537375675753739,0.002545224597756334,0.12998058263299556,0.03448509507947892,0.018256783233850576,0.022709212791559436,1.2568858645771242e-154,0.01641702273747364
0.5421667672705266,0.0004903586824198227,0.0008462709374715955,0.1239747397475742,0.03908935964971917,0.01579638845180118,0.01898534446264849,4.261516127215143e-164,0.014594003919915423
0.4165746657625217,0.0004015212049093769,0.0002204806570247393,0.11665724712592097,0.04527419959293962,0.013472161869120753,0.015746304611230357,7.425583438620467e-174,0.012896384276202993
0.31143850716592564,0.00033771069822867124,4.523833318685648e-05,0.10843946198688374,0.05330273393020265,0.011328232606410783,0.012966745308345807,6.64959477747272e-184,0.011328127319186702
0.22656111277638274,0.00028808811364031367,8.956295905079707e-06,0.09980197955558366,0.06325095669469773,0.009393023597586843,0.010612370676939542,3.0602572133070265e-194,0.009890960457898203
0.1603830718510672,0.0002551445527265093,1.0856551367146126e-05,0.09122727667539628,0.07490329617659941,0.007680042810590727,0.008643002156823182,7.238004219574173e-205,0.008584473804284872
0.1104950124960074,0.00024220586934847478,4.41697832223042e-05,0.0831367705781156,0.08765070644352434,0.0061912068719970625,0.007015360232313476,1.3599303905208707e-205,0.007406283877263271
0.07410349774248297,0.0002493643133805659,0.00015293582137700925,0.07584234544890238,0.10044113187704279,0.004920542575989126,0.005685434033855483,6.013507706058685e-195,0.00635225180818622
0.048400965105689385,0.00027405920499082846,0.00041568031125385464,0.06951885676656655,0.11184639698539459,0.003856847179241239,0.004610372178485468,1.3665867840049268e-184,0.005416743068567595
0.03081988612433505,0.0003131814363714448,0.0008852833851497588,0.06419968296756438,0.12028429747464671,0.0029850143285837195,0.003749882063954817,1.5960434597147445e-174,0.004592914153961268
0.019175446055613714,0.0003646318705999712,0.0014775817605216038,0.059793196744868125,0.12436894299138669,0.0022865461784005625,0.0030671667590793606,9.579665861085016e-165,0.0038730111765309994
