DeltaH,DeltaL,Grain_size
0.17103934109709562,0.1452027052422396,0.6347113808987376
0.17717996046887147,0.15035012533835596,0.6532020600725004
0.1833205798406473,0.15549754543447236,0.6716927392462633
0.18946119921242316,0.1606449655305887,0.6901834184200262
0.195601818584199,0.16579238562670506,0.7086740975937891
0.20174243795597485,0.17093980572282147,0.727164776767552
0.2078830573277507,0.17608722581893782,0.7456554559413149
0.21402367669952654,0.18123464591505417,0.7641461351150778
0.2201642960713024,0.18638206601117058,0.7826368142888407
0.22630491544307824,0.19152948610728693,0.8011274934626034
0.23244553481485408,0.19667690620340333,0.8196181726363663
0.23858615418662993,0.20182432629951969,0.8381088518101292
0.24472677355840577,0.20697174639563604,0.8565995309838921
0.2508673929301816,0.21211916649175244,0.875090210157655
0.25700801230195747,0.2172665865878688,0.8935808893314179
0.2631486316737333,0.22241400668398514,0.9120715685051808
0.26928925104550916,0.22756142678010155,0.9305622476789437
0.275429870417285,0.2327088468762179,0.9490529268527066
0.28157048978906085,0.23785626697233425,0.9675436060264695
0.2877111091608367,0.24300368706845066,0.9860342852002324
0.29385172853261254,0.248151107164567,1.004524964373995
0.2999923479043884,0.2532985272606834,1.023015643547758
0.30613296727616424,0.25844594735679977,1.0415063227215209
0.3122735866479401,0.2635933674529161,1.0599970018952838
0.31841420601971593,0.2687407875490325,1.0784876810690467
0.3245548253914918,0.2738882076451489,1.0969783602428096
0.3306954447632676,0.2790356277412652,1.1154690394165725
0.33683606413504347,0.28418304783738163,1.1339597185903354
0.3429766835068193,0.289330467933498,1.1524503977640983
0.34911730287859516,0.29447788802961433,1.1709410769378612
0.355257922250371,0.29962530812573074,1.1894317561116239
0.36139854162214685,0.3047727282218471,1.2079224352853868
0.36753916099392275,0.30992014831796344,1.2264131144591497
0.37367978036569854,0.31506756841407985,1.2449037936329126
0.37982039973747445,0.3202149885101962,1.2633944728066755
0.38596101910925024,0.3253624086063126,1.2818851519804384
0.39210163848102614,0.33050982870242895,1.3003758311542013
0.39824225785280193,0.3356572487985453,1.3188665103279642
0.40438287722457783,0.3408046688946617,1.337357189501727
0.4105234965963536,0.34595208899077806,1.35584786867549
0.4166641159681295,0.3510995090868944,1.374338547849253
0.4228047353399053,0.3562469291830108,1.3928292270230156
0.4289453547116812,0.36139434927912717,1.4113199061967785
0.435085974083457,0.3665417693752435,1.4298105853705414
0.4412265934552329,0.3716891894713599,1.4483012645443043
0.4473672128270087,0.3768366095674763,1.4667919437180672
0.4535078321987846,0.38198402966359263,1.48528262289183
0.4596484515705604,0.38713144975970903,1.503773302065593
0.4657890709423363,0.39227886985582544,1.522263981239356
0.4719296903141121,0.3974262899519418,1.5407546604131188
0.478070309685888,0.40257371004805814,1.5592453395868817
0.4842109290576638,0.4077211301441745,1.5777360187606446
0.4903515484294397,0.41286855024029084,1.5962266979344073
0.49649216780121547,0.4180159703364073,1.6147173771081702
0.5026327871729914,0.42316339043252366,1.633208056281933
0.5087734065447671,0.42831081052864,1.651698735455696
0.514914025916543,0.43345823062475636,1.670189414629459
0.5210546452883189,0.4386056507208727,1.6886800938032218
0.5271952646600948,0.44375307081698906,1.7071707729769847
0.5333358840318705,0.4489004909131055,1.7256614521507476
0.5394765034036464,0.45404791100922187,1.7441521313245105
0.5456171227754223,0.4591953311053382,1.7626428104982734
0.5517577421471982,0.4643427512014546,1.7811334896720363
0.5578983615189739,0.4694901712975709,1.7996241688457992
0.5640389808907498,0.4746375913936873,1.8181148480195621
0.5701796002625257,0.47978501148980374,1.836605527193325
0.5763202196343016,0.4849324315859201,1.855096206367088
0.5824608390060773,0.49007985168203644,1.8735868855408508
0.5886014583778532,0.4952272717781528,1.8920775647146133
0.5947420777496291,0.5003746918742691,1.9105682438883762
0.600882697121405,0.5055221119703857,1.929058923062139
0.6070233164931806,0.510669532066502,1.947549602235902
0.6131639358649565,0.5158169521626184,1.966040281409665
0.6193045552367324,0.5209643722587347,1.9845309605834278
0.6254451746085083,0.5261117923548511,2.0030216397571907
0.631585793980284,0.5312592124509674,2.0215123189309536
0.6377264133520599,0.5364066325470838,2.0400029981047165
0.6438670327238358,0.5415540526432001,2.0584936772784794
0.6500076520956117,0.5467014727393165,2.0769843564522423
0.6561482714673876,0.5518488928354328,2.0954750356260052
0.6622888908391633,0.5569963129315492,2.113965714799768
0.6684295102109392,0.5621437330276657,2.132456393973531
0.6745701295827151,0.5672911531237821,2.150947073147294
0.680710748954491,0.5724385732198984,2.169437752321057
0.6868513683262667,0.5775859933160148,2.1879284314948197
0.6929919876980426,0.5827334134121311,2.2064191106685827
0.6991326070698185,0.5878808335082475,2.2249097898423456
0.7052732264415944,0.5930282536043638,2.2434004690161085
0.7114138458133701,0.5981756737004802,2.2618911481898714
0.717554465185146,0.6033230937965965,2.280381827363634
0.7236950845569219,0.6084705138927129,2.2988725065373967
0.7298357039286978,0.6136179339888292,2.3173631857111596
0.7359763233004735,0.6187653540849458,2.3358538648849225
0.7421169426722494,0.6239127741810622,2.3543445440586854
0.7482575620440253,0.6290601942771785,2.3728352232324483
0.7543981814158012,0.6342076143732949,2.3913259024062112
0.7605388007875769,0.6393550344694112,2.409816581579974
0.7666794201593528,0.6445024545655276,2.428307260753737
0.7728200395311287,0.6496498746616439,2.4467979399275
0.7789606589029046,0.6547972947577603,2.465288619101263
0.7851012782746802,0.6599447148538766,2.4837792982750257
0.7912418976464561,0.665092134949993,2.5022699774487887
0.797382517018232,0.6702395550461093,2.5207606566225516
0.8035231363900079,0.6753869751422257,2.5392513357963145
0.8096637557617836,0.6805343952383422,2.5577420149700774
0.8158043751335595,0.6856818153344586,2.5762326941438403
0.8219449945053354,0.690829235430575,2.594723373317603
0.8280856138771113,0.6959766555266913,2.613214052491366
0.834226233248887,0.7011240756228077,2.631704731665129
0.8403668526206629,0.706271495718924,2.650195410838892
0.8465074719924388,0.7114189158150404,2.6686860900126543
0.8526480913642147,0.7165663359111567,2.6871767691864172
0.8587887107359904,0.721713756007273,2.70566744836018
0.8649293301077663,0.7268611761033894,2.724158127533943
0.8710699494795422,0.7320085961995058,2.742648806707706
0.8772105688513179,0.7371560162956223,2.761139485881469
0.8833511882230938,0.7423034363917387,2.7796301650552317
0.8894918075948697,0.747450856487855,2.7981208442289947
0.8956324269666456,0.7525982765839714,2.8166115234027576
0.9017730463384213,0.7577456966800877,2.8351022025765205
0.9079136657101972,0.7628931167762041,2.8535928817502834
0.9140542850819731,0.7680405368723204,2.8720835609240463
0.920194904453749,0.7731879569684368,2.890574240097809
0.9263355238255246,0.7783353770645531,2.909064919271572
0.9324761431973005,0.7834827971606695,2.927555598445335
0.9386167625690764,0.7886302172567858,2.946046277619098
0.9447573819408523,0.7937776373529024,2.9645369567928608
0.950898001312628,0.7989250574490188,2.9830276359666237
0.9570386206844039,0.8040724775451351,3.0015183151403866
0.9631792400561798,0.8092198976412515,3.0200089943141495
0.9693198594279557,0.8143673177373678,3.0384996734879124
0.9754604787997314,0.8195147378334842,3.0569903526616753
0.9816010981715073,0.8246621579296005,3.0754810318354378
0.9877417175432832,0.8298095780257169,3.0939717110092007
0.9938823369150591,0.8349569981218332,3.1124623901829636
1.0000229562868348,0.8401044182179496,3.1309530693567265
1.0061635756586107,0.8452518383140659,3.1494437485304894
1.0123041950303866,0.8503992584101825,3.1679344277042523
1.0184448144021625,0.8555466785062988,3.186425106878015
1.0245854337739382,0.8606940986024152,3.204915786051778
1.030726053145714,0.8658415186985315,3.223406465225541
1.03686667251749,0.8709889387946479,3.241897144399304
1.0430072918892659,0.8761363588907642,3.260387823573067
1.0491479112610418,0.8812837789868806,3.2788785027468297
1.0552885306328175,0.886431199082997,3.2973691819205926
1.0614291500045934,0.8915786191791135,3.3158598610943555
1.0675697693763693,0.8967260392752299,3.3343505402681184
1.0737103887481452,0.9018734593713462,3.3528412194418813
1.0798510081199209,0.9070208794674626,3.371331898615644
1.0859916274916968,0.9121682995635789,3.3898225777894067
